Name,Percent Male,Percent Female
Ziyona,0,0
Eleyah,0,0
Kamillah,0,0
Kastyn,0,0
Graclynn,0,0
Gwen,0,0
Bentley,0.9646578140960164,0.03534218590398366
Brittanya,0,0
Haygen,0,0
Sascha,0.2777777777777778,0.7222222222222222
Kollen,0,0
Bentlei,0,0
Bentlee,0.8508557457212714,0.1491442542787286
Terrian,0,0
Ayris,0,0
Kashtyn,0.7222222222222222,0.2777777777777778
Ayria,0,0
Joshalynn,0,0
Kaelub,0,0
Aniketh,0,0
Egan,0,0
Ezabelle,0,0
Japheth,0,0
Ezabella,0,0
Jakyia,0,0
Zamora,0,0
Alexanderia,0,0
Aquinnah,0,0
Jakarie,0,0
Genoveva,0,0
Jakaria,0,0
Crixus,0,0
Nikiya,0,0
Karagan,0,0
Jerald,0,0
Azara,0,0
Azari,0.3283582089552239,0.6716417910447762
Reznor,0,0
Gobind,0,0
Deasia,0,0
Frandy,0,0
Lashun,0,0
Anakin,0,0
Joclyn,0,0
Bastion,0,0
Emzley,0,0
Pranavi,0,0
Zoriah,0,0
Jaivon,0,0
Raynell,0,0
Masey,0,0
Masen,0.9726775956284153,0.0273224043715847
Amoriah,0,0
Birdie,0,0
Bless,0.5925925925925926,0.4074074074074074
Seamus,0,0
Alyzza,0,0
Makenna,0,0
Sherline,0,0
Gershom,0,0
Legion,0,0
Viana,0,0
Winry,0,0
Viany,0,0
Tania,0,0
Breylen,0,0
Dreama,0,0
Tanis,0,0
Luisdaniel,0,0
Barrett,0.9783728115345005,0.021627188465499485
Daemon,0,0
Sharyn,0,0
Lariya,0,0
Zehava,0,0
Benji,0,0
Matisse,0,0
Simrit,0,0
Viktorya,0,0
Miriya,0,0
Abisha,0,0
Quinterius,0,0
Gracynn,0,0
Saindhavi,0,0
Elnora,0,0
Simrin,0,0
Domenick,0,0
Domenico,0,0
Domenica,0,0
Quantavius,0,0
Kimbria,0,0
Davyn,0,0
Evlynn,0,0
Ashlynne,0,0
Davyd,0,0
Tamir,0,0
Klea,0,0
Klee,0,0
Trison,0,0
Kleo,0,0
Striker,0,0
Tamia,0,0
Azden,0,0
Ghina,0,0
Tamim,0,0
Macari,0,0
Dominiq,0,0
Dominik,0.9862068965517241,0.013793103448275862
Leamsi,0,0
Dominic,0.9977488342177199,0.0022511657822801095
Arlette,0,0
Taylie,0,0
Taylia,0,0
Taylin,0.15476190476190477,0.8452380952380952
Braxtan,0,0
Gwenyvere,0,0
Leihum,0,0
Daianna,0,0
Jaxlyn,0,0
Kayley,0,0
Liala,0,0
Jazari,0,0
Skyla,0,0
Everett,0.9866875489428347,0.01331245105716523
Jazara,0,0
Keziah,0,0
Skyli,0,0
Valetina,0,0
Emika,0,0
Emiko,0,0
Yaron,0,0
Ausha,0,0
Rueger,0,0
Rosabella,0,0
Gaddiel,0,0
Jaymian,0,0
Rosabelle,0,0
Akilah,0,0
Akilan,0,0
Kaylem,0,0
Pason,0,0
Elyse,0,0
Avriel,0.4,0.6
Elysa,0,0
Kyasia,0,0
Tayvien,0,0
Mekayla,0,0
Kaled,0,0
Kalee,0,0
Kaleb,0.9978102189781022,0.0021897810218978104
Manson,0,0
Kalea,0,0
Kalen,0.7857142857142857,0.21428571428571427
Kaleo,0,0
Kalel,0,0
Kalem,0,0
Kalei,0.15384615384615385,0.8461538461538461
Kalev,0,0
Kinlyn,0,0
Lavaya,0,0
Keisha,0,0
Briceida,0,0
Kaley,0,0
Szymon,0,0
Jaquann,0,0
Kemal,0,0
Kemar,0,0
Naara,0,0
Celton,0,0
Everitt,0,0
Anecia,0,0
Vayah,0,0
Athalia,0,0
Dalon,0,0
Kolawole,0,0
Guillermo,0,0
Artavious,0,0
Karanvir,0,0
Kimberli,0,0
Kamau,0,0
Aerianna,0,0
Kamar,0,0
Peace,0.2222222222222222,0.7777777777777778
Kamaree,0.35714285714285715,0.6428571428571429
Tasneem,0,0
Bristyl,0,0
Kimberly,0,0
Bristyn,0,0
Kasper,0,0
Kamal,0,0
Kamai,0,0
Witt,0,0
Nii,0,0
Nio,0,0
Nil,0,0
Tedrick,0,0
Kenay,0,0
Grafton,0,0
Nia,0,0
Siddarth,0,0
Galilee,0,0
Galilea,0,0
Galileo,0,0
Kenai,0,0
Journye,0,0
Spirit,0,0
Kenan,0,0
Calley,0,0
Rage,0,0
Rhye,0,0
Rhya,0,0
Nathanel,0,0
Artez,0,0
Ralynn,0,0
Jaeanna,0,0
Callen,0.9686956521739131,0.03130434782608696
Artem,0,0
Massimo,0,0
Callee,0,0
Rhys,0.9506578947368421,0.049342105263157895
Johny,0,0
Malayah,0,0
Esmerelda,0,0
Dezaray,0,0
Bradey,0,0
Malin,0,0
Dezarae,0,0
Johna,0,0
Braden,0,0
Zaydon,0,0
Gabbie,0,0
Evanny,0,0
Junia,0,0
Malik,0.9928057553956835,0.007194244604316547
Junie,0,0
Graelyn,0,0
Shloimy,0,0
Asma,0,0
Jennalee,0,0
Flynt,0,0
Asmi,0,0
Evyn,0.2222222222222222,0.7777777777777778
Evanna,0,0
Laasia,0,0
Theodore,0,0
Fidencio,0,0
Theodora,0,0
Darcie,0,0
Mattingly,0,0
Olesya,0,0
Leeo,0,0
Ariarose,0,0
Aniela,0,0
Ermias,0,0
Hesham,0,0
Jaysa,0,0
Jayse,0.9789915966386554,0.02100840336134454
Moaaz,0,0
Annabeth,0,0
Randon,0,0
Veyron,0,0
Cecilya,0,0
Jamyah,0,0
Ebelin,0,0
Letty,0,0
Delayne,0,0
Anabelle,0,0
Delayna,0,0
Anabella,0,0
Maxemiliano,0,0
Delayni,0,0
Raynard,0,0
Letti,0,0
Zenab,0,0
Damarkis,0,0
Blair,0.1437007874015748,0.8562992125984252
Elna,0,0
Aylena,0,0
Hawraa,0,0
Aylene,0,0
Blain,0,0
Alzahra,0,0
Maxden,0,0
Olivya,0,0
Tekoa,0,0
Zaiah,0,0
Arleny,0,0
Arlene,0,0
Arlena,0,0
Sana,0,0
Emani,0.04263565891472868,0.9573643410852714
Sani,0,0
Curran,0,0
Keegan,0.9296875,0.0703125
Diyora,0,0
Ahnylah,0,0
Khason,0,0
Bronwyn,0,0
Aldana,0,0
Yarimar,0,0
Makiah,0.16176470588235295,0.8382352941176471
Solei,0,0
Trigg,0,0
Solea,0,0
Alura,0,0
Soley,0,0
Alixandra,0,0
Yassir,0,0
Ammara,0,0
Asialynn,0,0
Naria,0,0
Daneen,0,0
Yassin,0,0
Narin,0,0
Graceson,0,0
Olivea,0,0
Allis,0,0
Gianlucas,0,0
Nelsy,0,0
Allia,0,0
Nayara,0,0
Allie,0,0
Primrose,0,0
Kaydree,0,0
Machi,0,0
Brettley,0,0
Alyxzander,0,0
Angelli,0,0
Journi,0,0
Angello,0,0
Markevious,0,0
Journe,0,0
Angelle,0,0
Ansleigh,0,0
Angelly,0,0
Anaston,0,0
Stephon,0,0
Kaeto,0,0
Jayveon,0,0
Aidyn,0.8807692307692307,0.11923076923076924
Anani,0,0
Marielena,0,0
Xaniel,0,0
Kylon,0,0
Iniya,0,0
Tytus,0,0
Ellanor,0,0
Kylor,0,0
Pricilla,0,0
Kohen,0.970954356846473,0.029045643153526972
Kohei,0,0
Annalycia,0,0
Simiyah,0,0
Aurbree,0,0
Kendrix,0,0
Nataliee,0,0
Deven,0,0
Sariana,0,0
Kendrik,0,0
Jazmyne,0,0
Abhiram,0,0
Jcion,0,0
Kendric,0,0
Neala,0,0
Jazmynn,0,0
Darcy,0.06153846153846154,0.9384615384615385
Guhan,0,0
Cashton,0,0
Darci,0,0
Quatavious,0,0
Keturah,0,0
Keifer,0,0
Brooklee,0,0
Dereon,0.7407407407407407,0.25925925925925924
Vianka,0,0
Anayaa,0,0
Anayah,0,0
Semaj,0.7948717948717948,0.20512820512820512
Diyana,0,0
Waniya,0,0
Sianni,0,0
Kerstin,0,0
Emillia,0,0
Sianna,0,0
Emillie,0,0
Daveon,0,0
Ganesh,0,0
Yatzari,0,0
Nuchem,0,0
Jaydan,0.9294871794871795,0.07051282051282051
Taleiyah,0,0
Dhiren,0,0
Misheel,0,0
Zila,0,0
Hayzlie,0,0
Sandor,0,0
Hopelyn,0,0
Lihanna,0,0
Jaasiel,0,0
Senai,0.5625,0.4375
Aylen,0.20689655172413793,0.7931034482758621
Eli,0.9971808296415626,0.002819170358437374
Senan,0,0
Arnez,0,0
Aylee,0,0
Ela,0,0
Senay,0,0
Ely,0.8031496062992126,0.1968503937007874
Khristal,0,0
Khristan,0,0
Anjolie,0,0
Yexiel,0,0
Makena,0,0
Jafet,0,0
Arkan,0,0
Anuhea,0,0
Lindley,0,0
Sutton,0.36106194690265486,0.6389380530973451
Avital,0,0
Lakeith,0,0
Abriana,0,0
Jaxs,0,0
Zijun,0,0
Tjay,0,0
Adrial,0,0
Adrian,0.9844766410408042,0.015523358959195743
Jaimin,0,0
Helena,0,0
Kmya,0,0
Helene,0,0
Emran,0,0
Lizandra,0,0
Nathalya,0,0
Alyana,0,0
Aymar,0,0
Lawsyn,0.5384615384615384,0.46153846153846156
Ayman,0.9431818181818182,0.056818181818181816
Melynda,0,0
Rayburn,0,0
Maleena,0,0
Wolfram,0,0
Heinrich,0,0
Ramani,0,0
Averymarie,0,0
Zadrian,0,0
Tanvir,0,0
Oseas,0,0
Edris,0,0
Aj,0,0
Al,0,0
An,0.49230769230769234,0.5076923076923077
Empress,0,0
Ebbie,0,0
Saavan,0,0
Nirali,0,0
Jenavee,0,0
Sela,0,0
Gia,0,0
Gio,0,0
Gil,0,0
Kenlyn,0,0
Karmah,0,0
Sabine,0,0
Sabina,0,0
Sabino,0,0
Leahna,0,0
Jazmere,0,0
Maybelle,0,0
Laythen,0,0
Manya,0,0
Kaeo,0,0
Xavien,0,0
Kael,0,0
Titus,0,0
Seraphina,0,0
Seraphine,0,0
Xavier,0.9974672857745884,0.002532714225411566
Xzavian,0,0
Bridie,0,0
Kosisochukwu,0,0
Liamalexander,0,0
Cristabel,0,0
Edrik,0,0
Orson,0,0
Takira,0,0
Sarena,0,0
Favor,0,0
Revin,0,0
Addalie,0,0
Addalin,0,0
Marisa,0,0
Yaman,0,0
Amilah,0,0
Averyanna,0,0
Abas,0,0
Girish,0,0
Kaulana,0,0
Taneesh,0,0
Drayden,0,0
Cleopatra,0,0
Deandria,0,0
Windham,0,0
Chipper,0,0
Avalanna,0,0
Seela,0,0
Emilyrose,0,0
Bricia,0,0
Kymiah,0,0
Kaceyon,0,0
Jp,0,0
Izzabellah,0,0
Lucian,0.9886877828054299,0.011312217194570135
Morgan,0.11872415829887774,0.8812758417011223
Naaman,0,0
Saoirse,0,0
Maesa,0,0
Jakson,0,0
Akon,0.5,0.5
Memphis,0.7791932059447984,0.2208067940552017
Brooklin,0,0
Srishti,0,0
Daija,0,0
Sanay,0,0
Sanat,0,0
Deyvid,0,0
Sanav,0,0
Wednesday,0,0
Aiyla,0,0
Sanam,0,0
Elric,0,0
Sanah,0,0
Sanai,0,0
Sanad,0,0
Sanae,0,0
Sanaa,0,0
Braydin,0,0
Wylan,0,0
Jailin,0,0
Amarilis,0,0
Suniya,0,0
Dekhari,0,0
Videl,0,0
Nevada,0.2413793103448276,0.7586206896551724
Camar,0,0
Jrew,0,0
Naeem,0,0
Edrei,0,0
Azarius,0,0
Pyper,0,0
Lukasz,0,0
Zyauna,0,0
Oaklynn,0,0
Zyaira,0,0
Zyaire,0.8762886597938144,0.12371134020618557
Hajun,0,0
Abrum,0,0
Jathan,0,0
Zekeriah,0,0
Alexiz,0,0
Alexis,0.21865671641791046,0.7813432835820896
Alexio,0,0
Allice,0,0
Alexie,0,0
Jazmarie,0,0
Alexia,0,0
Logynn,0,0
Harleyann,0,0
Quamir,0,0
Marcel,0,0
Doren,0,0
Saraiya,0,0
Jaylnn,0,0
Phillipa,0,0
Amarise,0,0
Amarisa,0,0
Rihan,0.5333333333333333,0.4666666666666667
Riham,0,0
Khaidyn,0,0
Hussam,0,0
Mariabelen,0,0
Rihab,0,0
Skyylar,0,0
Graydon,0,0
Stanton,0,0
Eveleen,0,0
Jahmani,0,0
Jahnyla,0,0
Jennie,0,0
Geena,0,0
Shamyra,0,0
Hafsah,0,0
Ilhan,0.2916666666666667,0.7083333333333334
Lamarcus,0,0
Daviona,0,0
Saifan,0,0
Abelina,0,0
Tenzing,0,0
Rashun,0,0
Abelino,0,0
Olly,0,0
Eusebio,0,0
Asadbek,0,0
Gittel,0,0
Madden,0.8848614072494669,0.11513859275053305
Sanskriti,0,0
Calina,0,0
Maddex,0,0
Eilan,0,0
Mileah,0,0
Antara,0,0
Brailey,0,0
Waris,0,0
Aizley,0,0
Adjoa,0,0
Brailee,0,0
Pinchas,0,0
Brailen,0,0
Khup,0,0
Skylyn,0,0
Brenin,0,0
Messiah,0.9679539852095317,0.03204601479046836
Deion,0.9629629629629629,0.037037037037037035
Ilario,0,0
Brenlie,0,0
Zuley,0,0
Gilberto,0,0
Lashayla,0,0
Jayren,0,0
Catalena,0,0
Nadav,0,0
Anahis,0,0
Gaius,0,0
Everhett,0,0
Zarin,0,0
Zaria,0,0
Zarie,0,0
Lillyonna,0,0
Tanylah,0,0
Danilee,0,0
Ishara,0,0
Agape,0,0
Vala,0,0
Vale,0.4,0.6
Johonna,0,0
Marcos,0,0
Sherlin,0,0
Dagger,0,0
Zoeya,0,0
Kelbi,0,0
Trystin,0,0
Haddon,0,0
Melea,0,0
Kelby,0.5797101449275363,0.42028985507246375
Trig,0,0
Melek,0,0
Betsaida,0,0
Richard,0,0
Dariany,0,0
Felton,0,0
Dariana,0,0
Kamdyn,0.6842105263157895,0.3157894736842105
Kynlei,0,0
Jeziah,0,0
Naviyah,0,0
Merry,0,0
Kiptyn,0,0
Amro,0,0
Amri,0,0
Amra,0,0
Jisella,0,0
Cristel,0,0
Jiselle,0,0
Tateum,0,0
Yoshua,0,0
Giancarlos,0,0
Lemuel,0,0
Janson,0,0
Shyne,0.6666666666666666,0.3333333333333333
Shyna,0,0
Amoree,0,0
Xzayden,0,0
Iam,0,0
Sonny,0.9377431906614786,0.0622568093385214
Ian,0.998894620486367,0.001105379513633014
Kiona,0,0
Meilany,0,0
Kaprice,0,0
Kioni,0,0
Vinessa,0,0
Chihiro,0,0
Fatima,0,0
Aprill,0,0
Lilliani,0,0
Juelle,0,0
Shireen,0,0
Alexios,0,0
Yara,0,0
Yari,0,0
Marielys,0,0
Jackie,0.398989898989899,0.601010101010101
Coal,0,0
Abdalla,0,0
Connall,0,0
Casten,0,0
Matthias,0,0
Devina,0,0
Devine,0.2222222222222222,0.7777777777777778
Enas,0,0
Jarren,0,0
Jarrel,0,0
Jefferey,0,0
Lyan,0,0
Jarred,0,0
Lyam,0,0
Lyah,0,0
Yennifer,0,0
Emmajo,0,0
Jarret,0,0
Mayuri,0,0
Mical,0,0
Emmeline,0,0
Harvard,0,0
Emmelina,0,0
Remey,0,0
Aiana,0,0
Kenner,0,0
Kennet,0,0
Momin,0,0
Arayna,0,0
Damiracle,0,0
Jaion,0,0
Cordero,0,0
Davit,0,0
Kennen,0,0
Briannah,0,0
Tsunade,0,0
Keshav,0,0
Melva,0,0
Allisyn,0,0
Lamyah,0,0
Camree,0,0
Harpyr,0,0
Camren,0.935064935064935,0.06493506493506493
Ellesyn,0,0
Kharli,0,0
Addylynn,0,0
Livingston,0,0
Chandra,0,0
Yohandry,0,0
Wilberth,0,0
Dwyane,0,0
Ryliee,0,0
Audrena,0,0
Kasidee,0,0
Mckynlie,0,0
Muadh,0,0
Japleen,0,0
Arianis,0,0
Gabryelle,0,0
Rishav,0,0
Lela,0,0
Saveer,0,0
Michala,0,0
Talaiya,0,0
Rishab,0,0
Oxford,0,0
Rishan,0,0
Apolo,0,0
Daemian,0,0
Ellana,0,0
Ethelyn,0,0
Rodie,0,0
Mitchell,0.9893048128342246,0.0106951871657754
Iden,0,0
Makenzey,0,0
Kalila,0,0
Azilee,0,0
Caliann,0,0
Imad,0,0
Makenzee,0,0
Caliana,0,0
Raydel,0,0
Kharisma,0,0
Gioia,0,0
Kessler,0,0
Kessley,0,0
Kandi,0,0
Adaleen,0,0
Bo,0.966824644549763,0.03317535545023697
Bj,0,0
Faizah,0,0
Aarionna,0,0
Kandy,0,0
Vaniyah,0,0
Drayven,0,0
Usman,0,0
Jamespatrick,0,0
Jayvion,0,0
Mackson,0,0
Demaya,0,0
Kaeson,0,0
Eddyson,0,0
Riva,0,0
Rayce,0,0
Laylamarie,0,0
Phinehas,0,0
Beckett,0.950314465408805,0.04968553459119497
Rumi,0.37037037037037035,0.6296296296296297
Adaya,0,0
Baylyn,0,0
Adoni,0,0
Finch,0,0
Kainoah,0,0
Nettie,0,0
Neely,0,0
Clever,0,0
Draper,0,0
Roselani,0,0
Ioan,0,0
Connie,0,0
Neela,0,0
Narain,0,0
Nyriah,0,0
Ladale,0,0
Selby,0.4166666666666667,0.5833333333333334
Johnny,0.9924050632911392,0.007594936708860759
Tadeusz,0,0
Jariell,0,0
Rody,0,0
Lisandra,0,0
Johnni,0,0
Lisandro,0,0
Johnna,0,0
Abdulkadir,0,0
Jaycub,0,0
Oyinkansola,0,0
Vegas,0.5333333333333333,0.4666666666666667
Jamarian,0,0
Jamariah,0,0
Abdon,0,0
Faustino,0,0
Faustina,0,0
Haidi,0,0
Sakari,0.34782608695652173,0.6521739130434783
Leviathan,0,0
Braddox,0,0
Sakara,0,0
Haidy,0,0
Demonta,0,0
Leveon,0,0
Zlatan,0,0
Tanilah,0,0
Cailum,0,0
Shivali,0,0
Tirrell,0,0
Afrin,0,0
Demi,0,0
Zenayda,0,0
Troyce,0,0
Jamori,0,0
Devanie,0,0
Thaddius,0,0
Makana,0.6521739130434783,0.34782608695652173
Gorge,0,0
Kenyon,0,0
Makani,0,0
Damien,0,0
Dariela,0,0
Annasophia,0,0
Sapphira,0,0
Damier,0,0
Sapphire,0,0
Denzil,0,0
Saleena,0,0
Denario,0,0
Mayzee,0,0
Zakhi,0,0
Kliyah,0,0
Blanton,0,0
Ghassan,0,0
Bash,0,0
Nahiem,0,0
Therese,0,0
Daiden,0,0
Daena,0,0
Paulette,0,0
Tanisha,0,0
Emalee,0,0
Tanishi,0,0
Joelys,0,0
Mohamud,0,0
Joelyn,0,0
Desteny,0,0
Bricelynn,0,0
Lanae,0,0
Madilyne,0,0
Lanai,0,0
Lanah,0,0
Farida,0,0
Lanay,0,0
Everet,0,0
Bren,0,0
Brek,0,0
Bree,0,0
Brea,0,0
Django,0,0
Noha,0,0
Tomi,0,0
Cyrena,0,0
Aniylah,0,0
Cyrene,0,0
Davida,0,0
Yelitza,0,0
Keyonna,0,0
Bret,0,0
Nohl,0,0
Azalyn,0,0
Tremell,0,0
Khori,0,0
Tenlee,0,0
Ottilie,0,0
Amila,0,0
Lilee,0,0
Ottilia,0,0
Liley,0,0
Amily,0,0
Tenley,0,0
Saarim,0,0
Lucee,0,0
Godrick,0,0
Nosson,0,0
Lenae,0,0
Jacson,0,0
Ramla,0,0
Lucrezia,0,0
Jaidon,0,0
Lenah,0,0
Ryle,0.7142857142857143,0.2857142857142857
Ryla,0,0
Jaleigha,0,0
Ryli,0,0
Vannia,0,0
Meshal,0,0
Gregorio,0,0
Johnwesley,0,0
Edelin,0,0
Lachlan,0.944,0.056
Carmelita,0,0
Haim,0,0
Morghan,0,0
Shannon,0.24778761061946902,0.7522123893805309
Keyarah,0,0
Sereen,0,0
Kealey,0,0
Kamarria,0,0
Sarina,0,0
Krishang,0,0
Helder,0,0
Kalyssa,0,0
Qusai,0,0
Daimian,0,0
Liera,0,0
Qusay,0,0
Linna,0,0
Prentiss,0.7727272727272727,0.22727272727272727
Karyssa,0,0
Cayleen,0,0
Luisangel,0,0
Lochlynn,0,0
Vaimoana,0,0
Juwon,0,0
Linkon,0,0
Elianagrace,0,0
Breslin,0.5882352941176471,0.4117647058823529
Yosselyn,0,0
Moussa,0,0
Gabby,0,0
Jaila,0,0
Ozzy,0,0
Lia,0,0
Lazarius,0,0
Lin,0,0
Lio,0,0
Iyauna,0,0
Masoud,0,0
Liv,0,0
Chauncey,0.9358974358974359,0.0641025641025641
Cormick,0,0
Jazavion,0,0
Liz,0,0
Jayceona,0,0
Josef,0,0
Josee,0,0
Josey,0.1650485436893204,0.8349514563106796
Monika,0,0
Josep,0,0
Derris,0,0
Aaleigha,0,0
Shariyah,0,0
Nineveh,0,0
Alayzia,0,0
Bonny,0,0
Damyiah,0,0
Juanita,0,0
Derric,0,0
Aryn,0.26744186046511625,0.7325581395348837
Hattie,0,0
Arya,0.05043050430504305,0.949569495694957
Huntington,0,0
Derrin,0,0
Juanito,0,0
Ariellah,0,0
Liliani,0,0
Liliann,0,0
Ali,0.8104838709677419,0.18951612903225806
Hadia,0,0
Liliana,0,0
Liliane,0,0
Ala,0,0
Aly,0.25,0.75
Seynabou,0,0
Alp,0,0
Blue,0.45714285714285713,0.5428571428571428
Faye,0,0
Deair,0,0
Vaibhav,0,0
Tamilore,0,0
Abisola,0,0
Dasael,0,0
Chiamaka,0,0
Averleigh,0,0
Menna,0,0
Zarriah,0,0
Osmel,0,0
Shulamis,0,0
Beck,0,0
Elyssa,0,0
Graziella,0,0
Piyush,0,0
Vung,0,0
Aranya,0,0
Teshawn,0,0
Caidyn,0.8113207547169812,0.18867924528301888
Yostin,0,0
Caira,0,0
Cairo,0.9243243243243243,0.07567567567567568
Navreet,0,0
Myliah,0,0
Merina,0,0
Idiris,0,0
Elroy,0,0
Taniya,0,0
Veyda,0,0
Yaa,0,0
Ila,0,0
Antwane,0,0
Kinzleigh,0,0
Rhone,0,0
Rhona,0,0
Rayson,0,0
Pier,0,0
Kyus,0,0
Miyuki,0,0
Keanna,0,0
Nixon,0.955193482688391,0.04480651731160896
Afsheen,0,0
Kiva,0,0
Naim,0,0
Keniel,0,0
Tilda,0,0
Naif,0,0
Naia,0,0
Genaveve,0,0
Aveah,0,0
Eyob,0,0
Muhannad,0,0
Leanne,0,0
Makeila,0,0
Halle,0,0
Grigory,0,0
Kainalu,0,0
Erial,0,0
Coalton,0,0
Hally,0,0
Etienne,0,0
Maylee,0,0
Janziel,0,0
Javani,0,0
Brixon,0,0
Aamir,0,0
Aamil,0,0
Maryelizabeth,0,0
Rosalba,0,0
Edahi,0,0
Lumi,0,0
Rilynne,0,0
Keslynn,0,0
Luma,0,0
Drita,0,0
Ariahana,0,0
Jessimae,0,0
Aeris,0,0
Aerin,0,0
Aerik,0,0
Faiza,0,0
Aerie,0,0
Aeric,0,0
Stellamae,0,0
Craig,0,0
Naoki,0,0
Jessalynn,0,0
Akito,0,0
Denham,0,0
Jamyiah,0,0
Darragh,0,0
Samhitha,0,0
Prahlad,0,0
Leelan,0,0
Jentzen,0,0
Tanay,0,0
Caterina,0,0
Motty,0,0
Tanav,0,0
Estrella,0,0
Abdulrahman,0,0
Ahren,0,0
Tanae,0,0
Simran,0,0
Simrah,0,0
Syeda,0,0
Frederico,0,0
Frederick,0,0
Amirra,0,0
Simrat,0,0
Zamarion,0,0
Alabama,0,0
Rosemary,0,0
Bernie,0,0
Naseer,0,0
Angeleen,0,0
Croy,0,0
Royston,0,0
Christoffer,0,0
Ollivander,0,0
Naseem,0,0
Sherman,0,0
Mattias,0,0
Lais,0,0
Alper,0,0
Nishka,0,0
Carey,0.5833333333333334,0.4166666666666667
Laif,0,0
Nita,0,0
Netanel,0,0
Laia,0,0
Lain,0,0
Caren,0,0
Josniel,0,0
Laik,0,0
Jahanna,0,0
Cashis,0,0
Alisson,0,0
Adelise,0,0
Brexton,0,0
Francine,0,0
Rohen,0,0
Ruthvik,0,0
Daya,0,0
Anahi,0,0
Cristo,0,0
Crista,0,0
Anaysha,0,0
Keiana,0,0
Karissa,0,0
Cristy,0,0
Anahy,0,0
Georgianna,0,0
Jaydalynn,0,0
Kinberly,0,0
Corinthian,0,0
Sydnei,0,0
Koen,0,0
Sydnee,0,0
Ariyahna,0,0
Nishanth,0,0
Sydney,0.017013888888888887,0.9829861111111111
Jahaan,0,0
Rufino,0,0
Lianna,0,0
Jaydon,0.9626865671641791,0.03731343283582089
Lianny,0,0
Jillyan,0,0
Kmarie,0,0
Jaystin,0,0
Tessalyn,0,0
Hajira,0,0
Minami,0,0
Sannidhi,0,0
Josselyn,0,0
Estevan,0,0
Osric,0,0
Gunnar,0,0
Maxx,0.9587628865979382,0.041237113402061855
Stavros,0,0
Phelix,0,0
Olawale,0,0
Kassi,0,0
Maxi,0,0
Forest,0,0
Melonie,0,0
Aleksy,0,0
Kastle,0,0
Chavez,0,0
Anvay,0,0
Earle,0,0
Danton,0,0
Gladys,0,0
Aleksi,0.5,0.5
Kaavya,0,0
Aleksa,0,0
Kemia,0,0
Tabytha,0,0
Raymir,0,0
Kaelob,0,0
Edmar,0,0
Kaelon,0,0
Cj,0,0
Lamaya,0,0
Jaxxen,0,0
Rylon,0,0
Cy,0,0
Emmilia,0,0
Suleyman,0,0
Mehana,0,0
Kerly,0,0
Kenil,0,0
Kenia,0,0
Nai,0,0
Nan,0,0
Blakesley,0,0
Demonte,0,0
Nas,0,0
Khyara,0,0
Juanangel,0,0
Naw,0,0
Nay,0.5,0.5
Massiel,0,0
Glory,0,0
Shamika,0,0
Vyla,0,0
Britton,0.515,0.485
Amaani,0,0
Ebubechukwu,0,0
Morris,0,0
Raynie,0,0
Chizara,0,0
Keyleen,0,0
Meekah,0,0
Zabriel,0,0
Pailynn,0,0
Alhanouf,0,0
Xyler,0,0
Gurjot,0.45454545454545453,0.5454545454545454
Mahima,0,0
Persaeus,0,0
Jakenzie,0,0
Ariannah,0,0
Yuvraj,0,0
Langley,0,0
Lupe,0.2777777777777778,0.7222222222222222
Nation,0,0
Riyaan,0,0
Newt,0,0
Gilliana,0,0
Nephi,0,0
Ahmiya,0,0
Kamil,0.7887323943661971,0.2112676056338028
Menucha,0,0
Alisse,0,0
Kamie,0,0
Alissa,0,0
Kamia,0,0
Bristal,0,0
Kamir,0,0
Bain,0,0
Lindell,0,0
Hilary,0,0
Hajar,0,0
Emiline,0,0
Aerion,0,0
Ayelen,0,0
Emilina,0,0
Safi,0,0
Kambry,0,0
Audryanna,0,0
Blessing,0.07731958762886598,0.9226804123711341
Safa,0,0
Kambre,0,0
Zenya,0,0
Ayelet,0,0
Moesha,0,0
Naser,0,0
Marrell,0,0
Zaiya,0,0
Audriella,0,0
Aasia,0,0
Trever,0,0
Junah,0,0
Aasim,0,0
Kaysan,0,0
Treven,0,0
Aasir,0,0
Aubreonna,0,0
Cameron,0.9304763168369378,0.06952368316306223
Yakub,0,0
Tildon,0,0
Nika,0,0
Nike,0,0
Vickie,0,0
Aahana,0,0
Analilia,0,0
Isidro,0,0
Niko,0.9749430523917996,0.025056947608200455
Zakhia,0,0
Joslynne,0,0
Ahmeer,0,0
Natanya,0,0
Makston,0,0
Sanylah,0,0
Emylee,0,0
Dade,0,0
Luisana,0,0
Kelsie,0,0
Jean,0.7120622568093385,0.28793774319066145
Parris,0.2909090909090909,0.7090909090909091
Alwaleed,0,0
Muriel,0,0
Lillith,0,0
Axelle,0,0
Jonothan,0,0
Lujayn,0,0
Soffia,0,0
Soffie,0,0
Shailynn,0,0
Shahed,0,0
Amiliyah,0,0
Kyndall,0.02681992337164751,0.9731800766283525
Ikechukwu,0,0
Channen,0,0
Brieana,0,0
Lailanie,0,0
Ceara,0,0
Afsana,0,0
Axle,0,0
Noriyah,0,0
Nyalee,0,0
Yehya,0,0
Laryn,0,0
Kealani,0,0
Eben,0,0
Arnold,0,0
Eber,0,0
Zowii,0,0
Zowie,0,0
Khiara,0,0
Juanluis,0,0
Graceanna,0,0
Zameria,0,0
Graceanne,0,0
Wynona,0,0
Alany,0,0
Shelby,0.029955947136563875,0.9700440528634361
Annarose,0,0
Umer,0,0
